time,count
"2007-04-14T00:00:00Z",542
"2007-04-15T00:00:00Z",541
"2007-04-16T00:00:00Z",550
"2007-04-17T00:00:00Z",547
"2007-04-18T00:00:00Z",548
"2007-04-19T00:00:00Z",561
"2007-04-20T00:00:00Z",549
"2007-04-21T00:00:00Z",556
"2007-04-22T00:00:00Z",556
"2007-04-23T00:00:00Z",556
"2007-04-24T00:00:00Z",553
"2007-04-25T00:00:00Z",562
"2007-04-26T00:00:00Z",569
"2007-04-27T00:00:00Z",564
"2007-04-28T00:00:00Z",554
"2007-04-29T00:00:00Z",571
"2007-04-30T00:00:00Z",585
"2007-05-01T00:00:00Z",572
"2007-05-02T00:00:00Z",577
"2007-05-03T00:00:00Z",569
"2007-05-04T00:00:00Z",568
"2007-05-05T00:00:00Z",570
"2007-05-06T00:00:00Z",575
"2007-05-07T00:00:00Z",568
"2007-05-08T00:00:00Z",575
"2007-05-09T00:00:00Z",570
"2007-05-10T00:00:00Z",590
"2007-05-11T00:00:00Z",575
"2007-05-12T00:00:00Z",581
"2007-05-13T00:00:00Z",579
"2007-05-14T00:00:00Z",561
"2007-05-15T00:00:00Z",582
"2007-05-16T00:00:00Z",572
"2007-05-17T00:00:00Z",579
"2007-05-18T00:00:00Z",582
"2007-05-19T00:00:00Z",578
"2007-05-20T00:00:00Z",571
"2007-05-21T00:00:00Z",579
"2007-05-22T00:00:00Z",574
"2007-05-23T00:00:00Z",581
"2007-05-24T00:00:00Z",586
"2007-05-25T00:00:00Z",550
"2007-05-26T00:00:00Z",586
"2007-05-27T00:00:00Z",560
"2007-05-28T00:00:00Z",590
"2007-05-29T00:00:00Z",585
"2007-05-30T00:00:00Z",577
"2007-05-31T00:00:00Z",593
"2007-06-01T00:00:00Z",575
"2007-06-02T00:00:00Z",592
"2007-06-03T00:00:00Z",589
"2007-06-04T00:00:00Z",595
"2007-06-05T00:00:00Z",605
"2007-06-06T00:00:00Z",596
"2007-06-07T00:00:00Z",559
"2007-06-08T00:00:00Z",562
"2007-06-09T00:00:00Z",570
"2007-06-10T00:00:00Z",559
"2007-06-11T00:00:00Z",558
"2007-06-12T00:00:00Z",555
"2007-06-13T00:00:00Z",557
"2007-06-14T00:00:00Z",564
"2007-06-15T00:00:00Z",532
"2007-06-16T00:00:00Z",555
"2007-06-17T00:00:00Z",557
"2007-06-18T00:00:00Z",562
"2007-06-19T00:00:00Z",564
"2007-06-20T00:00:00Z",566
"2007-06-21T00:00:00Z",593
"2007-06-22T00:00:00Z",598
"2007-06-23T00:00:00Z",600
"2007-06-24T00:00:00Z",606
"2007-06-25T00:00:00Z",600
"2007-06-26T00:00:00Z",604
"2007-06-27T00:00:00Z",599
"2007-06-28T00:00:00Z",600
"2007-06-29T00:00:00Z",597
"2007-06-30T00:00:00Z",596
"2007-07-01T00:00:00Z",602
"2007-07-02T00:00:00Z",593
"2007-07-03T00:00:00Z",600
"2007-07-04T00:00:00Z",584
"2007-07-05T00:00:00Z",592
"2007-07-06T00:00:00Z",601
"2007-07-07T00:00:00Z",595
"2007-07-08T00:00:00Z",598
"2007-07-09T00:00:00Z",583
"2007-07-10T00:00:00Z",602
"2007-07-11T00:00:00Z",595
"2007-07-12T00:00:00Z",604
"2007-07-13T00:00:00Z",611
"2007-07-14T00:00:00Z",618
"2007-07-15T00:00:00Z",620
"2007-07-16T00:00:00Z",615
"2007-07-17T00:00:00Z",616
"2007-07-18T00:00:00Z",616
"2007-07-19T00:00:00Z",630
"2007-07-20T00:00:00Z",620
"2007-07-21T00:00:00Z",618
"2007-07-24T00:00:00Z",614
"2007-07-25T00:00:00Z",615
"2007-07-26T00:00:00Z",611
"2007-07-27T00:00:00Z",598
"2007-07-28T00:00:00Z",607
"2007-07-29T00:00:00Z",608
"2007-07-30T00:00:00Z",601
"2007-07-31T00:00:00Z",604
"2007-08-01T00:00:00Z",603
"2007-08-02T00:00:00Z",594
"2007-08-03T00:00:00Z",581
"2007-08-04T00:00:00Z",577
"2007-08-05T00:00:00Z",581
"2007-08-06T00:00:00Z",578
"2007-08-07T00:00:00Z",587
"2007-08-08T00:00:00Z",574
"2007-08-09T00:00:00Z",574
"2007-08-10T00:00:00Z",568
"2007-08-11T00:00:00Z",579
"2007-08-12T00:00:00Z",585
"2007-08-13T00:00:00Z",592
"2007-08-14T00:00:00Z",599
"2007-08-15T00:00:00Z",600
"2007-08-16T00:00:00Z",601
"2007-08-17T00:00:00Z",607
"2007-08-19T00:00:00Z",614
"2007-08-20T00:00:00Z",620
"2007-08-21T00:00:00Z",628
"2007-08-22T00:00:00Z",624
"2007-08-23T00:00:00Z",624
"2007-08-24T00:00:00Z",608
"2007-08-25T00:00:00Z",603
"2007-08-26T00:00:00Z",617
"2007-08-27T00:00:00Z",621
"2007-08-28T00:00:00Z",621
"2007-09-19T00:00:00Z",564
"2007-09-20T00:00:00Z",562
"2007-09-21T00:00:00Z",563
"2007-09-22T00:00:00Z",568
"2007-09-23T00:00:00Z",578
"2007-09-24T00:00:00Z",570
"2007-09-25T00:00:00Z",561
"2007-09-26T00:00:00Z",573
"2007-09-27T00:00:00Z",568
"2007-09-28T00:00:00Z",570
"2007-09-29T00:00:00Z",573
"2007-09-30T00:00:00Z",577
"2007-10-01T00:00:00Z",571
"2007-10-02T00:00:00Z",567
"2007-10-03T00:00:00Z",571
"2007-10-04T00:00:00Z",576
"2007-10-05T00:00:00Z",573
"2007-10-06T00:00:00Z",577
"2007-10-07T00:00:00Z",577
"2007-10-08T00:00:00Z",614
"2007-10-09T00:00:00Z",604
"2007-10-10T00:00:00Z",615
"2007-10-11T00:00:00Z",624
"2007-10-12T00:00:00Z",622
"2007-10-13T00:00:00Z",614
"2007-10-14T00:00:00Z",608
"2007-10-15T00:00:00Z",617
"2007-10-16T00:00:00Z",616
"2007-10-17T00:00:00Z",621
"2007-10-18T00:00:00Z",617
"2007-10-19T00:00:00Z",605
"2007-10-20T00:00:00Z",607
"2007-10-21T00:00:00Z",617
"2007-10-22T00:00:00Z",615
"2007-10-23T00:00:00Z",622
"2007-10-24T00:00:00Z",625
"2007-10-25T00:00:00Z",623
"2007-10-27T00:00:00Z",614
"2007-10-30T00:00:00Z",599
"2007-10-31T00:00:00Z",617
"2007-11-01T00:00:00Z",623
"2007-11-02T00:00:00Z",620
"2007-11-03T00:00:00Z",620
"2007-11-04T00:00:00Z",606
"2007-11-05T00:00:00Z",609
"2007-11-06T00:00:00Z",610
"2007-11-07T00:00:00Z",609
"2007-11-08T00:00:00Z",622
"2007-11-12T00:00:00Z",613
"2007-11-13T00:00:00Z",612
"2007-11-14T00:00:00Z",614
"2007-11-15T00:00:00Z",613
"2007-11-16T00:00:00Z",615
"2007-11-17T00:00:00Z",603
"2007-11-18T00:00:00Z",606
"2007-11-19T00:00:00Z",592
"2007-11-20T00:00:00Z",605
"2007-11-21T00:00:00Z",624
"2007-11-22T00:00:00Z",615
"2007-11-23T00:00:00Z",609
"2007-11-24T00:00:00Z",609
"2007-11-25T00:00:00Z",609
"2007-11-26T00:00:00Z",615
"2007-11-27T00:00:00Z",608
"2007-11-28T00:00:00Z",616
"2007-11-29T00:00:00Z",615
"2007-11-30T00:00:00Z",599
"2007-12-01T00:00:00Z",606
"2007-12-02T00:00:00Z",599
"2007-12-03T00:00:00Z",602
"2007-12-04T00:00:00Z",610
"2007-12-05T00:00:00Z",615
"2007-12-06T00:00:00Z",607
"2007-12-07T00:00:00Z",606
"2007-12-08T00:00:00Z",595
"2007-12-09T00:00:00Z",589
"2007-12-10T00:00:00Z",589
"2007-12-11T00:00:00Z",599
"2007-12-12T00:00:00Z",587
"2007-12-13T00:00:00Z",600
"2007-12-14T00:00:00Z",590
"2007-12-15T00:00:00Z",600
"2007-12-16T00:00:00Z",606
"2007-12-17T00:00:00Z",612
"2007-12-18T00:00:00Z",604
"2007-12-19T00:00:00Z",612
"2007-12-20T00:00:00Z",612
"2007-12-21T00:00:00Z",607
"2007-12-22T00:00:00Z",585
"2007-12-23T00:00:00Z",576
"2007-12-24T00:00:00Z",575
"2007-12-25T00:00:00Z",561
"2007-12-26T00:00:00Z",575
"2007-12-27T00:00:00Z",580
"2007-12-28T00:00:00Z",554
"2007-12-29T00:00:00Z",568
"2007-12-30T00:00:00Z",563
"2007-12-31T00:00:00Z",563
"2008-01-01T00:00:00Z",567
"2008-01-02T00:00:00Z",575
"2008-01-03T00:00:00Z",585
"2008-01-04T00:00:00Z",586
"2008-01-12T00:00:00Z",592
"2008-01-13T00:00:00Z",589
"2008-01-14T00:00:00Z",598
"2008-01-15T00:00:00Z",595
"2008-01-16T00:00:00Z",597
"2008-01-17T00:00:00Z",603
"2008-01-18T00:00:00Z",558
"2008-01-19T00:00:00Z",579
"2008-01-20T00:00:00Z",595
"2008-01-21T00:00:00Z",595
"2008-01-22T00:00:00Z",594
"2008-01-23T00:00:00Z",596
"2008-01-24T00:00:00Z",607
"2008-01-25T00:00:00Z",601
"2008-01-26T00:00:00Z",594
"2008-01-27T00:00:00Z",602
"2008-01-28T00:00:00Z",599
"2008-01-29T00:00:00Z",598
"2008-01-30T00:00:00Z",562
"2008-01-31T00:00:00Z",599
"2008-02-01T00:00:00Z",598
"2008-02-02T00:00:00Z",585
"2008-02-03T00:00:00Z",574
"2008-02-04T00:00:00Z",572
"2008-02-05T00:00:00Z",584
"2008-02-06T00:00:00Z",587
"2008-02-07T00:00:00Z",589
"2008-02-08T00:00:00Z",580
"2008-02-09T00:00:00Z",581
"2008-02-10T00:00:00Z",581
"2008-02-15T00:00:00Z",574
"2008-02-16T00:00:00Z",580
"2008-02-17T00:00:00Z",586
"2008-02-18T00:00:00Z",582
"2008-02-19T00:00:00Z",582
"2008-02-20T00:00:00Z",552
"2008-02-21T00:00:00Z",529
"2008-02-22T00:00:00Z",536
"2008-02-23T00:00:00Z",551
"2008-02-24T00:00:00Z",451
"2008-02-25T00:00:00Z",443
"2008-02-26T00:00:00Z",494
"2008-02-27T00:00:00Z",391
"2008-02-28T00:00:00Z",301
"2008-02-29T00:00:00Z",462
"2008-03-01T00:00:00Z",463
"2008-03-02T00:00:00Z",467
"2008-03-10T00:00:00Z",380
"2008-03-13T00:00:00Z",380
"2008-03-14T00:00:00Z",535
"2008-03-15T00:00:00Z",465
"2008-03-16T00:00:00Z",450
"2008-03-17T00:00:00Z",460
"2008-03-18T00:00:00Z",429
"2008-03-19T00:00:00Z",466
"2008-03-20T00:00:00Z",462
"2008-03-21T00:00:00Z",438
"2008-03-22T00:00:00Z",472
"2008-03-23T00:00:00Z",472
"2008-03-24T00:00:00Z",436
"2008-03-25T00:00:00Z",433
"2008-03-26T00:00:00Z",22
"2008-03-27T00:00:00Z",146
"2008-03-28T00:00:00Z",481
"2008-03-29T00:00:00Z",444
"2008-03-30T00:00:00Z",478
"2008-03-31T00:00:00Z",473
"2008-04-01T00:00:00Z",478
"2008-04-02T00:00:00Z",472
"2008-04-03T00:00:00Z",482
"2008-04-04T00:00:00Z",472
"2008-04-05T00:00:00Z",477
"2008-04-06T00:00:00Z",463
"2008-04-07T00:00:00Z",461
"2008-04-08T00:00:00Z",471
"2008-04-09T00:00:00Z",450
"2008-04-10T00:00:00Z",460
"2008-04-11T00:00:00Z",475
"2008-04-12T00:00:00Z",479
"2008-04-13T00:00:00Z",450
"2008-04-14T00:00:00Z",472
"2008-04-15T00:00:00Z",513
"2008-04-16T00:00:00Z",502
"2008-04-17T00:00:00Z",476
"2008-04-18T00:00:00Z",512
"2008-04-19T00:00:00Z",505
"2008-04-20T00:00:00Z",485
"2008-04-21T00:00:00Z",503
"2008-04-22T00:00:00Z",494
"2008-04-23T00:00:00Z",492
"2008-04-24T00:00:00Z",460
"2008-04-25T00:00:00Z",451
"2008-04-26T00:00:00Z",452
"2008-04-27T00:00:00Z",469
"2008-04-28T00:00:00Z",472
"2008-04-29T00:00:00Z",474
"2008-04-30T00:00:00Z",486
"2008-05-01T00:00:00Z",513
"2008-05-02T00:00:00Z",504
"2008-05-03T00:00:00Z",478
"2008-05-04T00:00:00Z",474
"2008-05-05T00:00:00Z",512
"2008-05-06T00:00:00Z",523
"2008-05-07T00:00:00Z",505
"2008-05-10T00:00:00Z",422
"2008-05-11T00:00:00Z",435
"2008-05-12T00:00:00Z",459
"2008-05-13T00:00:00Z",443
"2008-05-14T00:00:00Z",404
"2008-05-15T00:00:00Z",466
"2008-05-16T00:00:00Z",453
"2008-05-17T00:00:00Z",478
"2008-05-20T00:00:00Z",472
"2008-05-21T00:00:00Z",485
"2008-05-22T00:00:00Z",511
"2008-05-23T00:00:00Z",479
"2008-05-24T00:00:00Z",452
"2008-05-26T00:00:00Z",481
"2008-05-27T00:00:00Z",484
"2008-05-28T00:00:00Z",497
"2008-05-29T00:00:00Z",499
"2008-06-01T00:00:00Z",397
"2008-06-02T00:00:00Z",405
"2008-06-03T00:00:00Z",456
"2008-06-04T00:00:00Z",468
"2008-06-05T00:00:00Z",430
"2008-06-06T00:00:00Z",458
"2008-06-07T00:00:00Z",421
"2008-06-08T00:00:00Z",454
"2008-06-09T00:00:00Z",437
"2008-06-10T00:00:00Z",464
"2008-06-11T00:00:00Z",461
"2008-06-12T00:00:00Z",461
"2008-06-13T00:00:00Z",423
"2008-06-14T00:00:00Z",465
"2008-06-15T00:00:00Z",469
"2008-06-16T00:00:00Z",466
"2008-06-17T00:00:00Z",473
"2008-06-18T00:00:00Z",463
"2008-06-19T00:00:00Z",460
"2008-06-20T00:00:00Z",475
"2008-06-21T00:00:00Z",471
"2008-06-22T00:00:00Z",460
"2008-06-23T00:00:00Z",461
"2008-06-24T00:00:00Z",474
"2008-06-25T00:00:00Z",429
"2008-06-26T00:00:00Z",449
"2008-06-27T00:00:00Z",440
"2008-06-28T00:00:00Z",438
"2008-06-29T00:00:00Z",418
"2008-06-30T00:00:00Z",445
"2008-07-01T00:00:00Z",442
"2008-07-02T00:00:00Z",433
"2008-07-03T00:00:00Z",441
"2008-07-04T00:00:00Z",435
"2008-07-05T00:00:00Z",444
"2008-07-06T00:00:00Z",444
"2008-07-07T00:00:00Z",387
"2008-07-08T00:00:00Z",407
"2008-07-09T00:00:00Z",378
"2008-07-10T00:00:00Z",447
"2008-07-11T00:00:00Z",439
"2008-07-12T00:00:00Z",431
"2008-07-13T00:00:00Z",374
"2008-07-14T00:00:00Z",374
"2008-07-15T00:00:00Z",327
"2008-07-16T00:00:00Z",386
"2008-07-17T00:00:00Z",387
"2008-07-18T00:00:00Z",390
"2008-07-19T00:00:00Z",442
"2008-07-20T00:00:00Z",432
"2008-07-21T00:00:00Z",443
"2008-07-22T00:00:00Z",441
"2008-07-23T00:00:00Z",443
"2008-07-24T00:00:00Z",436
"2008-07-25T00:00:00Z",429
"2008-07-26T00:00:00Z",432
"2008-07-27T00:00:00Z",438
"2008-07-28T00:00:00Z",440
"2008-07-29T00:00:00Z",430
"2008-07-30T00:00:00Z",433
"2008-07-31T00:00:00Z",431
"2008-08-01T00:00:00Z",414
"2008-08-02T00:00:00Z",414
"2008-08-03T00:00:00Z",430
"2008-08-04T00:00:00Z",420
"2008-08-05T00:00:00Z",454
"2008-08-06T00:00:00Z",364
"2008-08-07T00:00:00Z",381
"2008-08-08T00:00:00Z",374
"2008-08-09T00:00:00Z",376
"2008-08-10T00:00:00Z",374
"2008-08-11T00:00:00Z",422
"2008-08-12T00:00:00Z",422
"2008-08-13T00:00:00Z",418
"2008-08-14T00:00:00Z",432
"2008-08-15T00:00:00Z",424
"2008-08-16T00:00:00Z",439
"2008-08-17T00:00:00Z",435
"2008-08-18T00:00:00Z",434
"2008-08-19T00:00:00Z",439
"2008-08-20T00:00:00Z",437
"2008-08-21T00:00:00Z",439
"2008-08-22T00:00:00Z",434
"2008-08-23T00:00:00Z",420
"2008-08-24T00:00:00Z",426
"2008-08-25T00:00:00Z",428
"2008-08-26T00:00:00Z",427
"2008-08-27T00:00:00Z",243
"2008-08-28T00:00:00Z",363
"2008-08-29T00:00:00Z",276
"2008-08-30T00:00:00Z",233
"2008-08-31T00:00:00Z",365
"2008-09-01T00:00:00Z",433
"2008-09-02T00:00:00Z",427
"2008-09-03T00:00:00Z",417
"2008-09-04T00:00:00Z",427
"2008-09-05T00:00:00Z",431
"2008-09-06T00:00:00Z",431
"2008-09-07T00:00:00Z",419
"2008-09-08T00:00:00Z",423
"2008-09-09T00:00:00Z",412
"2008-09-10T00:00:00Z",410
"2008-09-11T00:00:00Z",418
"2008-09-12T00:00:00Z",417
"2008-09-13T00:00:00Z",418
"2008-09-14T00:00:00Z",427
"2008-09-15T00:00:00Z",413
"2008-09-16T00:00:00Z",399
"2008-09-17T00:00:00Z",403
"2008-09-18T00:00:00Z",256
"2008-09-19T00:00:00Z",412
"2008-09-20T00:00:00Z",412
"2008-09-21T00:00:00Z",378
"2008-09-22T00:00:00Z",413
"2008-09-23T00:00:00Z",406
"2008-09-24T00:00:00Z",418
"2008-09-26T00:00:00Z",423
"2008-09-27T00:00:00Z",410
"2008-09-28T00:00:00Z",409
"2008-09-29T00:00:00Z",408
"2008-09-30T00:00:00Z",408
"2008-10-01T00:00:00Z",405
"2008-10-02T00:00:00Z",415
"2008-10-03T00:00:00Z",428
"2008-10-04T00:00:00Z",428
"2008-10-05T00:00:00Z",429
"2008-10-06T00:00:00Z",425
"2008-10-07T00:00:00Z",421
"2008-10-08T00:00:00Z",411
"2008-10-09T00:00:00Z",408
"2008-10-10T00:00:00Z",428
"2008-10-11T00:00:00Z",434
"2008-10-12T00:00:00Z",438
"2008-10-13T00:00:00Z",420
"2008-10-14T00:00:00Z",436
"2008-10-15T00:00:00Z",444
"2008-10-16T00:00:00Z",447
"2008-10-17T00:00:00Z",443
"2008-10-18T00:00:00Z",445
"2008-10-19T00:00:00Z",439
"2008-10-20T00:00:00Z",432
"2008-10-21T00:00:00Z",2
"2008-10-28T00:00:00Z",28
"2008-10-31T00:00:00Z",422
"2008-11-01T00:00:00Z",421
"2008-11-02T00:00:00Z",429
"2008-11-03T00:00:00Z",221
"2008-11-04T00:00:00Z",423
"2008-11-05T00:00:00Z",425
"2008-11-06T00:00:00Z",218
"2008-11-07T00:00:00Z",218
"2008-11-08T00:00:00Z",425
"2008-11-09T00:00:00Z",375
"2008-11-10T00:00:00Z",423
"2008-11-11T00:00:00Z",410
"2008-11-12T00:00:00Z",358
"2008-11-13T00:00:00Z",404
"2008-11-14T00:00:00Z",407
"2008-11-15T00:00:00Z",397
"2008-11-16T00:00:00Z",411
"2008-11-17T00:00:00Z",409
"2008-11-18T00:00:00Z",395
"2008-11-19T00:00:00Z",412
"2008-11-20T00:00:00Z",416
"2008-11-21T00:00:00Z",408
"2008-11-22T00:00:00Z",417
"2008-11-23T00:00:00Z",422
"2008-11-24T00:00:00Z",399
"2008-11-25T00:00:00Z",407
"2008-11-26T00:00:00Z",407
"2008-11-27T00:00:00Z",419
"2008-11-28T00:00:00Z",412
"2008-11-29T00:00:00Z",406
"2008-11-30T00:00:00Z",395
"2008-12-01T00:00:00Z",398
"2008-12-02T00:00:00Z",400
"2008-12-03T00:00:00Z",405
"2008-12-04T00:00:00Z",414
"2008-12-05T00:00:00Z",424
"2008-12-06T00:00:00Z",419
"2008-12-07T00:00:00Z",428
"2008-12-08T00:00:00Z",425
"2008-12-09T00:00:00Z",433
"2008-12-10T00:00:00Z",416
"2008-12-11T00:00:00Z",425
"2008-12-12T00:00:00Z",416
"2008-12-13T00:00:00Z",398
"2008-12-14T00:00:00Z",403
"2008-12-15T00:00:00Z",409
"2008-12-16T00:00:00Z",412
"2008-12-17T00:00:00Z",402
"2008-12-18T00:00:00Z",422
"2008-12-19T00:00:00Z",403
"2008-12-20T00:00:00Z",400
"2008-12-21T00:00:00Z",401
"2008-12-22T00:00:00Z",399
"2008-12-23T00:00:00Z",400
"2008-12-24T00:00:00Z",398
"2008-12-25T00:00:00Z",394
"2008-12-26T00:00:00Z",387
"2008-12-27T00:00:00Z",392
"2008-12-28T00:00:00Z",392
"2008-12-29T00:00:00Z",381
"2008-12-30T00:00:00Z",182
"2008-12-31T00:00:00Z",187
"2009-01-01T00:00:00Z",204
"2009-01-02T00:00:00Z",409
"2009-01-03T00:00:00Z",420
"2009-01-04T00:00:00Z",392
"2009-01-05T00:00:00Z",403
"2009-01-06T00:00:00Z",407
"2009-01-07T00:00:00Z",417
"2009-01-08T00:00:00Z",420
"2009-01-09T00:00:00Z",415
"2009-01-10T00:00:00Z",413
"2009-01-11T00:00:00Z",418
"2009-01-12T00:00:00Z",416
"2009-01-13T00:00:00Z",418
"2009-01-14T00:00:00Z",409
"2009-01-15T00:00:00Z",415
"2009-01-16T00:00:00Z",408
"2009-01-17T00:00:00Z",416
"2009-01-18T00:00:00Z",414
"2009-01-19T00:00:00Z",414
"2009-01-20T00:00:00Z",410
"2009-01-21T00:00:00Z",423
"2009-01-28T00:00:00Z",408
"2009-01-29T00:00:00Z",195
"2009-01-30T00:00:00Z",392
"2009-01-31T00:00:00Z",417
"2009-02-01T00:00:00Z",406
"2009-02-02T00:00:00Z",395
"2009-02-03T00:00:00Z",386
"2009-02-04T00:00:00Z",398
"2009-02-05T00:00:00Z",413
"2009-02-06T00:00:00Z",387
"2009-02-07T00:00:00Z",393
"2009-02-09T00:00:00Z",401
"2009-02-10T00:00:00Z",395
"2009-02-11T00:00:00Z",395
"2009-02-12T00:00:00Z",580
"2009-02-13T00:00:00Z",588
"2009-02-14T00:00:00Z",749
"2009-02-15T00:00:00Z",183
"2009-02-16T00:00:00Z",859
"2009-02-17T00:00:00Z",727
"2009-02-18T00:00:00Z",789
"2009-02-19T00:00:00Z",636
"2009-02-20T00:00:00Z",613
"2009-02-21T00:00:00Z",743
"2009-02-22T00:00:00Z",433
"2009-02-23T00:00:00Z",432
"2009-02-24T00:00:00Z",426
"2009-02-25T00:00:00Z",426
"2009-02-26T00:00:00Z",435
"2009-02-27T00:00:00Z",399
"2009-02-28T00:00:00Z",432
"2009-03-02T00:00:00Z",435
"2009-03-03T00:00:00Z",431
"2009-03-04T00:00:00Z",427
"2009-03-05T00:00:00Z",442
"2009-03-06T00:00:00Z",453
"2009-03-07T00:00:00Z",292
"2009-03-08T00:00:00Z",294
"2009-03-09T00:00:00Z",285
"2009-03-11T00:00:00Z",605
"2009-03-12T00:00:00Z",613
"2009-03-13T00:00:00Z",436
"2009-03-14T00:00:00Z",619
"2009-03-15T00:00:00Z",590
"2009-03-16T00:00:00Z",594
"2009-03-17T00:00:00Z",15
"2009-03-18T00:00:00Z",171
"2009-03-19T00:00:00Z",335
"2009-03-20T00:00:00Z",165
"2009-03-22T00:00:00Z",402
"2009-03-23T00:00:00Z",397
"2009-03-24T00:00:00Z",590
"2009-03-25T00:00:00Z",587
"2009-03-26T00:00:00Z",582
"2009-03-27T00:00:00Z",557
"2009-03-29T00:00:00Z",379
"2009-03-30T00:00:00Z",385
"2009-03-31T00:00:00Z",383
"2009-04-01T00:00:00Z",395
"2009-04-02T00:00:00Z",379
"2009-04-04T00:00:00Z",171
"2009-04-05T00:00:00Z",390
"2009-04-06T00:00:00Z",391
"2009-04-07T00:00:00Z",363
"2009-04-08T00:00:00Z",389
"2009-04-09T00:00:00Z",352
"2009-04-10T00:00:00Z",649
"2009-04-11T00:00:00Z",553
"2009-04-12T00:00:00Z",585
"2009-04-13T00:00:00Z",585
"2009-04-14T00:00:00Z",514
"2009-04-16T00:00:00Z",560
"2009-04-17T00:00:00Z",392
"2009-04-18T00:00:00Z",576
"2009-04-19T00:00:00Z",641
"2009-04-20T00:00:00Z",596
"2009-04-21T00:00:00Z",626
"2009-04-22T00:00:00Z",675
"2009-04-23T00:00:00Z",662
"2009-04-24T00:00:00Z",637
"2009-04-25T00:00:00Z",561
"2009-04-26T00:00:00Z",610
"2009-04-27T00:00:00Z",647
"2009-04-28T00:00:00Z",594
"2009-04-29T00:00:00Z",675
"2009-04-30T00:00:00Z",678
"2009-05-01T00:00:00Z",616
"2009-05-02T00:00:00Z",680
"2009-05-03T00:00:00Z",649
"2009-05-04T00:00:00Z",655
"2009-05-05T00:00:00Z",403
"2009-05-06T00:00:00Z",553
"2009-05-07T00:00:00Z",386
"2009-05-08T00:00:00Z",376
"2009-05-09T00:00:00Z",394
"2009-05-10T00:00:00Z",663
"2009-05-11T00:00:00Z",392
"2009-05-12T00:00:00Z",674
"2009-05-13T00:00:00Z",696
"2009-05-14T00:00:00Z",677
"2009-05-15T00:00:00Z",61
"2009-05-17T00:00:00Z",592
"2009-05-18T00:00:00Z",628
"2009-05-19T00:00:00Z",567
"2009-05-20T00:00:00Z",631
"2009-05-21T00:00:00Z",564
"2009-05-22T00:00:00Z",658
"2009-05-23T00:00:00Z",373
"2009-05-24T00:00:00Z",340
"2009-05-25T00:00:00Z",217
"2009-05-26T00:00:00Z",311
"2009-05-27T00:00:00Z",353
"2009-05-28T00:00:00Z",341
"2009-05-29T00:00:00Z",363
"2009-05-30T00:00:00Z",343
"2009-05-31T00:00:00Z",347
"2009-06-01T00:00:00Z",344
"2009-06-02T00:00:00Z",342
"2009-06-03T00:00:00Z",336
"2009-06-04T00:00:00Z",291
"2009-06-05T00:00:00Z",289
"2009-06-06T00:00:00Z",556
